timestamp,lat,lon
2025-08-15 22:06:42.245500+00:00,7.6356,-111.3415
2025-08-15 22:06:45.335022+00:00,7.4589,-111.2131
2025-08-15 22:06:46.629996+00:00,7.4084,-111.1765
2025-08-15 22:06:50.936097+00:00,7.1811,-111.0116
2025-08-15 22:06:52.225213+00:00,7.1306,-110.975
2025-08-15 22:06:53.514463+00:00,7.0548,-110.9201
2025-08-15 22:06:54.808725+00:00,7.0043,-110.8835
2025-08-15 22:06:56.099861+00:00,6.9285,-110.8287
2025-08-15 22:06:58.399889+00:00,6.8022,-110.7373
2025-08-15 22:07:02.703101+00:00,6.6,-110.5911
2025-08-15 22:07:05.001565+00:00,6.4736,-110.4999
2025-08-15 22:07:06.292080+00:00,6.423,-110.4634
2025-08-15 22:07:07.586857+00:00,6.3471,-110.4087
2025-08-15 22:07:08.881254+00:00,6.2713,-110.354
2025-08-15 22:07:10.171820+00:00,6.2207,-110.3175
2025-08-15 22:07:11.485495+00:00,6.1448,-110.2628
2025-08-15 22:07:12.779015+00:00,6.0942,-110.2264
2025-08-15 22:07:21.102421+00:00,5.664,-109.9169
2025-08-15 22:07:22.395980+00:00,5.5881,-109.8623
2025-08-15 22:07:23.701044+00:00,5.5375,-109.826
2025-08-15 22:07:25.015664+00:00,5.4615,-109.7714
2025-08-15 22:07:26.309979+00:00,5.4109,-109.7351
2025-08-15 22:07:27.604206+00:00,5.3349,-109.6806
2025-08-15 22:07:31.918948+00:00,5.1071,-109.5172
