timestamp,lat,lon
2025-08-15 21:58:18.869931,31.8555,-132.6013
2025-08-15 21:58:20.159257,31.7891,-132.524
2025-08-15 21:58:21.449800,31.7449,-132.4726
2025-08-15 21:58:25.768804,31.5454,-132.2419
2025-08-15 21:58:30.079955,31.3677,-132.0377
2025-08-15 21:58:31.374457,31.3009,-131.9613
2025-08-15 21:58:33.674457,31.1896,-131.8343
2025-08-15 21:58:34.966015,31.145,-131.7835
2025-08-15 21:58:36.260794,31.0781,-131.7076
2025-08-15 21:58:37.555393,31.0334,-131.657
2025-08-15 21:58:41.859168,30.8322,-131.43
2025-08-15 21:58:43.154213,30.7651,-131.3546
2025-08-15 21:58:45.447062,30.6755,-131.2542
2025-08-15 21:58:46.742134,30.6082,-131.179
2025-08-15 21:58:48.036499,30.5633,-131.1289
2025-08-15 21:58:49.326615,30.4959,-131.054
2025-08-15 21:58:50.617034,30.451,-131.004
2025-08-15 21:58:54.927154,30.2485,-130.78
2025-08-15 21:58:56.217417,30.1809,-130.7055
2025-08-15 21:59:20.540979,29.0927,-129.5289
2025-08-15 21:59:21.830994,29.0243,-129.4563
2025-08-15 21:59:23.125676,28.9787,-129.4079
2025-08-15 21:59:25.425390,28.8645,-129.2872
